Sector Name,Sector ID,Site Name,Lat,Lon,Site ID,CA Configuration,BBH Avg Throughput
NugegodaMarket-1_1,COL059_1,NugegodaMarket-1,6.875965,79.892491,COL059,3CC available,19.48236261
NugegodaMarket-1_2,COL059_2,NugegodaMarket-1,6.875965,79.892491,COL059,3CC available,18.29038899
NugegodaMarket-1_3,COL059_3,NugegodaMarket-1,6.875965,79.892491,COL059,2CC available,19.5987555
Kiriwattuduwa-1_1,COL060_1,Kiriwattuduwa-1,6.802371,80.026692,COL060,3CC available,16.9841451
Kiriwattuduwa-1_2,COL060_2,Kiriwattuduwa-1,6.802371,80.026692,COL060,3CC available,18.11413696
Kiriwattuduwa-1_3,COL060_3,Kiriwattuduwa-1,6.802371,80.026692,COL060,3CC available,16.94958922
Col15_Mattakkuliya-1_1,COL061_1,Col15_Mattakkuliya-1,6.972922,79.877256,COL061,2CC available,20.3890927
Col15_Mattakkuliya-1_2,COL061_2,Col15_Mattakkuliya-1,6.972922,79.877256,COL061,2CC available,18.27283631
Col15_Mattakkuliya-1_3,COL061_3,Col15_Mattakkuliya-1,6.972922,79.877256,COL061,2CC available,23.81942165
Kalubowila-1_1,COL062_1,Kalubowila-1,6.866337,79.87478,COL062,3CC available,24.41636125
Kalubowila-1_2,COL062_2,Kalubowila-1,6.866337,79.87478,COL062,3CC available,19.16547879
Kalubowila-1_3,COL062_3,Kalubowila-1,6.866337,79.87478,COL062,3CC available,20.15921447
Boralasgamuwa-1_1,COL063_1,Boralasgamuwa-1,6.841019,79.902609,COL063,2CC available,20.55728109
Boralasgamuwa-1_2,COL063_2,Boralasgamuwa-1,6.841019,79.902609,COL063,3CC available,20.72392951
Boralasgamuwa-1_3,COL063_3,Boralasgamuwa-1,6.841019,79.902609,COL063,2CC available,19.5
PagodaRd-1_1,COL064_1,PagodaRd-1,6.883017,79.89908,COL064,2CC available,20.53940753
PagodaRd-1_2,COL064_2,PagodaRd-1,6.883017,79.89908,COL064,2CC available,26.63954261
PagodaRd-1_3,COL064_3,PagodaRd-1,6.883017,79.89908,COL064,2CC available,20.37051767
Col8_CottaRd-1_1,COL065_1,Col8_CottaRd-1,6.911146,79.887286,COL065,2CC available,20.04425186
Col8_CottaRd-1_2,COL065_2,Col8_CottaRd-1,6.911146,79.887286,COL065,2CC available,21.42145251
Col8_CottaRd-1_3,COL065_3,Col8_CottaRd-1,6.911146,79.887286,COL065,3CC available,19.69533759
Athurugiriya-1_1,COL066_1,Athurugiriya-1,6.876787,79.990863,COL066,3CC available,19.18748844
Athurugiriya-1_2,COL066_2,Athurugiriya-1,6.876787,79.990863,COL066,3CC available,18.75667424
Athurugiriya-1_3,COL066_3,Athurugiriya-1,6.876787,79.990863,COL066,3CC available,18.27464582
Col11_Central_BusStand-1_1,COL067_1,Col11_Central_BusStand-1,6.935177,79.853672,COL067,2CC available,31.96859778
Col11_Central_BusStand-1_2,COL067_2,Col11_Central_BusStand-1,6.935177,79.853672,COL067,3CC available,19.16474823
Col11_Central_BusStand-1_3,COL067_3,Col11_Central_BusStand-1,6.935177,79.853672,COL067,2CC available,27
Col11_PeoplesPark-2_1,COL068_1,Col11_PeoplesPark-2,6.936585,79.856027,COL068,2CC available,19.8902227
Col11_PeoplesPark-2_2,COL068_2,Col11_PeoplesPark-2,6.936585,79.856027,COL068,No CA configured,33
Col11_PeoplesPark-2_3,COL068_3,Col11_PeoplesPark-2,6.936585,79.856027,COL068,No CA configured,27
Col12_QuarryRoad-1_1,COL070_1,Col12_QuarryRoad-1,6.939076,79.863091,COL070,3CC available,17.26067053
Col12_QuarryRoad-1_2,COL070_2,Col12_QuarryRoad-1,6.939076,79.863091,COL070,3CC available,29.94881705
Col12_QuarryRoad-1_3,COL070_3,Col12_QuarryRoad-1,6.939076,79.863091,COL070,3CC available,22.43513282
Col11_MainStreet-1_1,COL071_1,Col11_MainStreet-1,6.938405,79.852528,COL071,2CC available,27
Col11_MainStreet-1_2,COL071_2,Col11_MainStreet-1,6.938405,79.852528,COL071,2CC available,33
Col11_MainStreet-1_3,COL071_3,Col11_MainStreet-1,6.938405,79.852528,COL071,2CC available,27
Dehiwala_St.MarysChurch-1_1,COL072_1,Dehiwala_St.MarysChurch-1,6.859274,79.863688,COL072,3CC available,25.99196201
Dehiwala_St.MarysChurch-1_2,COL072_2,Dehiwala_St.MarysChurch-1,6.859274,79.863688,COL072,3CC available,24.82206877
Dehiwala_St.MarysChurch-1_3,COL072_3,Dehiwala_St.MarysChurch-1,6.859274,79.863688,COL072,3CC available,27.14079748
Col5_PolhengodaJunc-2_1,COL074_1,Col5_PolhengodaJunc-2,6.887,79.877466,COL074,2CC available,18.63890663
Col5_PolhengodaJunc-2_2,COL074_2,Col5_PolhengodaJunc-2,6.887,79.877466,COL074,2CC available,32.01439956
Col5_PolhengodaJunc-2_3,COL074_3,Col5_PolhengodaJunc-2,6.887,79.877466,COL074,2CC available,33
DehiwalaZoo-1_1,COL075_1,DehiwalaZoo-1,6.859558,79.874061,COL075,3CC available,20.88221021
DehiwalaZoo-1_2,COL075_2,DehiwalaZoo-1,6.859558,79.874061,COL075,3CC available,25.5831508
DehiwalaZoo-1_3,COL075_3,DehiwalaZoo-1,6.859558,79.874061,COL075,3CC available,19.39948759
Col9_Dematagoda-1_1,COL076_1,Col9_Dematagoda-1,6.930773,79.878443,COL076,2CC available,22.5
Col9_Dematagoda-1_2,COL076_2,Col9_Dematagoda-1,6.930773,79.878443,COL076,2CC available,27.87461293
Col9_Dematagoda-1_3,COL076_3,Col9_Dematagoda-1,6.930773,79.878443,COL076,2CC available,21
Col5_ParkRd-1_1,COL077_1,Col5_ParkRd-1,6.887637,79.871823,COL077,3CC available,19.53563257
Col5_ParkRd-1_2,COL077_2,Col5_ParkRd-1,6.887637,79.871823,COL077,2CC available,19
Col5_ParkRd-1_3,COL077_3,Col5_ParkRd-1,6.887637,79.871823,COL077,3CC available,19.2829168
Col8_PunchiBorella-1_1,COL078_1,Col8_PunchiBorella-1,6.921794,79.87183,COL078,3CC available,19.41564236
Col8_PunchiBorella-1_2,COL078_2,Col8_PunchiBorella-1,6.921794,79.87183,COL078,3CC available,19.31321903
Col8_PunchiBorella-1_3,COL078_3,Col8_PunchiBorella-1,6.921794,79.87183,COL078,3CC available,20.26445698
SaranankaraRoad-1_1,COL079_1,SaranankaraRoad-1,6.864002,79.867376,COL079,2CC available,18.71321201
SaranankaraRoad-1_2,COL079_2,SaranankaraRoad-1,6.864002,79.867376,COL079,2CC available,19.5
SaranankaraRoad-1_3,COL079_3,SaranankaraRoad-1,6.864002,79.867376,COL079,2CC available,19.95239364
Col13_St.AnthonysChurch-1_1,COL080_1,Col13_St.AnthonysChurch-1,6.946956,79.858001,COL080,2CC available,19.5
Col13_St.AnthonysChurch-1_2,COL080_2,Col13_St.AnthonysChurch-1,6.946956,79.858001,COL080,2CC available,21.41007028
Col13_St.AnthonysChurch-1_3,COL080_3,Col13_St.AnthonysChurch-1,6.946956,79.858001,COL080,2CC available,21
Col13_WasalaRd-1_1,COL081_1,Col13_WasalaRd-1,6.951829,79.865508,COL081,No CA configured,21
Col13_WasalaRd-1_2,COL081_2,Col13_WasalaRd-1,6.951829,79.865508,COL081,2CC available,18.9894903
Col13_WasalaRd-1_3,COL081_3,Col13_WasalaRd-1,6.951829,79.865508,COL081,2CC available,20.10630172
Col6_Wellawatte-1_1,COL083_1,Col6_Wellawatte-1,6.875429,79.861643,COL083,3CC available,22.26114652
Col6_Wellawatte-1_2,COL083_2,Col6_Wellawatte-1,6.875429,79.861643,COL083,3CC available,20.05241078
Col6_Wellawatte-1_3,COL083_3,Col6_Wellawatte-1,6.875429,79.861643,COL083,3CC available,19.70717978
Kolonnawa-1_1,COL084_1,Kolonnawa-1,6.932419,79.890036,COL084,3CC available,20.87498697
Kolonnawa-1_2,COL084_2,Kolonnawa-1,6.932419,79.890036,COL084,3CC available,19.43516495
Kolonnawa-1_3,COL084_3,Kolonnawa-1,6.932419,79.890036,COL084,3CC available,23.13013453
Col15_CrowIsland-1_1,COL085_1,Col15_CrowIsland-1,6.970302,79.872547,COL085,3CC available,20.71223266
Col15_CrowIsland-1_2,COL085_2,Col15_CrowIsland-1,6.970302,79.872547,COL085,3CC available,17.78761017
Col15_CrowIsland-1_3,COL085_3,Col15_CrowIsland-1,6.970302,79.872547,COL085,3CC available,20.87299922
Col2_MalayStreet-1_1,COL086_1,Col2_MalayStreet-1,6.925552,79.850595,COL086,No CA configured,30
Col2_MalayStreet-1_2,COL086_2,Col2_MalayStreet-1,6.925552,79.850595,COL086,2CC available,21.16995354
Col2_MalayStreet-1_3,COL086_3,Col2_MalayStreet-1,6.925552,79.850595,COL086,No CA configured,22.5
Col2_Salaka-1_1,COL087_1,Col2_Salaka-1,6.917602,79.863022,COL087,3CC available,19.95913985
Col2_Salaka-1_2,COL087_2,Col2_Salaka-1,6.917602,79.863022,COL087,2CC available,23.31617778
Col2_Salaka-1_3,COL087_3,Col2_Salaka-1,6.917602,79.863022,COL087,3CC available,20.65991874
Col6_Pamankada-1_1,COL088_1,Col6_Pamankada-1,6.878509,79.869308,COL088,3CC available,19.51234038
Col6_Pamankada-1_2,COL088_2,Col6_Pamankada-1,6.878509,79.869308,COL088,3CC available,19.35275277
Col6_Pamankada-1_3,COL088_3,Col6_Pamankada-1,6.878509,79.869308,COL088,2CC available,19.12256244
Col10_GeneralHospital-1_1,COL089_1,Col10_GeneralHospital-1,6.92152,79.864836,COL089,No CA configured,22.5
Col10_GeneralHospital-1_2,COL089_2,Col10_GeneralHospital-1,6.92152,79.864836,COL089,2CC available,20.04018331
Col10_GeneralHospital-1_3,COL089_3,Col10_GeneralHospital-1,6.92152,79.864836,COL089,2CC available,18.39094425
SymondsRoad-1_1,COL090_1,SymondsRoad-1,6.924232,79.865228,COL090,3CC available,19.46326843
SymondsRoad-1_2,COL090_2,SymondsRoad-1,6.924232,79.865228,COL090,3CC available,20.98002689
SymondsRoad-1_3,COL090_3,SymondsRoad-1,6.924232,79.865228,COL090,3CC available,19.33000279
Col10_Maligawatta-1_1,COL091_1,Col10_Maligawatta-1,6.936357,79.872978,COL091,3CC available,22.79565793
Col10_Maligawatta-1_2,COL091_2,Col10_Maligawatta-1,6.936357,79.872978,COL091,3CC available,18.24101633
Col10_Maligawatta-1_3,COL091_3,Col10_Maligawatta-1,6.936357,79.872978,COL091,3CC available,20.89441658
SoysaFlats-1_1,COL093_1,SoysaFlats-1,6.806029,79.880999,COL093,2CC available,19.38863051
SoysaFlats-1_2,COL093_2,SoysaFlats-1,6.806029,79.880999,COL093,3CC available,18.77034739
SoysaFlats-1_3,COL093_3,SoysaFlats-1,6.806029,79.880999,COL093,3CC available,18.52952361
Col10_NalandaCollege-1_1,COL094_1,Col10_NalandaCollege-1,6.923731,79.873439,COL094,2CC available,23.85713277
Col10_NalandaCollege-1_2,COL094_2,Col10_NalandaCollege-1,6.923731,79.873439,COL094,No CA configured,33
Col10_NalandaCollege-1_3,COL094_3,Col10_NalandaCollege-1,6.923731,79.873439,COL094,2CC available,33
OdeanCinema-1_1,COL095_1,OdeanCinema-1,6.846548,79.865875,COL095,3CC available,19.88439944
OdeanCinema-1_2,COL095_2,OdeanCinema-1,6.846548,79.865875,COL095,3CC available,22.57679359
OdeanCinema-1_3,COL095_3,OdeanCinema-1,6.846548,79.865875,COL095,3CC available,20.6188122
Col2_BishopsCollege-1_1,COL097_1,Col2_BishopsCollege-1,6.914645,79.856205,COL097,3CC available,19.43623183
Col2_BishopsCollege-1_2,COL097_2,Col2_BishopsCollege-1,6.914645,79.856205,COL097,3CC available,19.50140778
Col2_BishopsCollege-1_3,COL097_3,Col2_BishopsCollege-1,6.914645,79.856205,COL097,3CC available,21.94095784
Nedimala-1_1,COL099_1,Nedimala-1,6.850624,79.879957,COL099,2CC available,21.23490222
Nedimala-1_2,COL099_2,Nedimala-1,6.850624,79.879957,COL099,3CC available,19.62587357
Nedimala-1_3,COL099_3,Nedimala-1,6.850624,79.879957,COL099,3CC available,19.36635229
HomagamaTown-1_1,COL100_1,HomagamaTown-1,6.841002,80.00202,COL100,3CC available,20.06482084
HomagamaTown-1_2,COL100_2,HomagamaTown-1,6.841002,80.00202,COL100,3CC available,18.68063508
HomagamaTown-1_3,COL100_3,HomagamaTown-1,6.841002,80.00202,COL100,3CC available,18.30879737
MalambeTown-1_1,COL101_1,MalambeTown-1,6.902699,79.95482,COL101,2CC available,19.37733931
MalambeTown-1_2,COL101_2,MalambeTown-1,6.902699,79.95482,COL101,3CC available,21.11781467
MalambeTown-1_3,COL101_3,MalambeTown-1,6.902699,79.95482,COL101,3CC available,20.18521888
KottawaTown-1_1,COL102_1,KottawaTown-1,6.842587,79.964021,COL102,3CC available,18.11265725
KottawaTown-1_2,COL102_2,KottawaTown-1,6.842587,79.964021,COL102,2CC available,18.25934301
KottawaTown-1_3,COL102_3,KottawaTown-1,6.842587,79.964021,COL102,3CC available,18.70848773
Kesbewa-1_1,COL103_1,Kesbewa-1,6.795538,79.94329,COL103,3CC available,20.58663602
Kesbewa-1_2,COL103_2,Kesbewa-1,6.795538,79.94329,COL103,3CC available,20.8875636
Kesbewa-1_3,COL103_3,Kesbewa-1,6.795538,79.94329,COL103,3CC available,19.40970606
Kesbewa-1_4,COL103_4,Kesbewa-1,6.795538,79.94329,COL103,2CC available,19.5
Pelawatte_AsiriUyana-1_1,COL104_1,Pelawatte_AsiriUyana-1,6.891784,79.928679,COL104,3CC available,21.73492206
Pelawatte_AsiriUyana-1_2,COL104_2,Pelawatte_AsiriUyana-1,6.891784,79.928679,COL104,2CC available,20.56083852
Pelawatte_AsiriUyana-1_3,COL104_3,Pelawatte_AsiriUyana-1,6.891784,79.928679,COL104,3CC available,18.16755689
Col3_MethodistCollege-1_1,COL105_1,Col3_MethodistCollege-1,6.911493,79.849409,COL105,No CA configured,33
Col3_MethodistCollege-1_2,COL105_2,Col3_MethodistCollege-1,6.911493,79.849409,COL105,2CC available,21.39869831
Col3_MethodistCollege-1_3,COL105_3,Col3_MethodistCollege-1,6.911493,79.849409,COL105,2CC available,24.21067563
Jambugasmulla-1_1,COL106_1,Jambugasmulla-1,6.865877,79.894209,COL106,3CC available,18.63037005
Jambugasmulla-1_2,COL106_2,Jambugasmulla-1,6.865877,79.894209,COL106,3CC available,17.18338886
Jambugasmulla-1_3,COL106_3,Jambugasmulla-1,6.865877,79.894209,COL106,3CC available,18.42621403
EthulKotte-1_1,COL107_1,EthulKotte-1,6.903492,79.906668,COL107,3CC available,20.08493047
EthulKotte-1_2,COL107_2,EthulKotte-1,6.903492,79.906668,COL107,3CC available,19.79282717
